id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
142,"@mikevel-son9680","Hello you are best among others hello MALAWI","UgznoPKoVZVjN-H4tKl4AaABAg.9ge43hSbm779gli_sFGtxH","@aaronmartin743",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgznoPKoVZVjN-H4tKl4AaABAg.9ge43hSbm779gli_sFGtxH","2022-10-04 13:29:42",0,"Hello you are best among others hello MALAWI","http://www.youtube.com/channel/UCt4tDodInSMkTaIzwOtbZ1g",
143,"@mikevel-son9680","Hello you are best among others hello MALAWI","UgznoPKoVZVjN-H4tKl4AaABAg.9ge43hSbm779glibLZbPpC","@aaronmartin743",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgznoPKoVZVjN-H4tKl4AaABAg.9ge43hSbm779glibLZbPpC","2022-10-04 13:29:54",0,"Hello you are best among others hello MALAWI","http://www.youtube.com/channel/UCt4tDodInSMkTaIzwOtbZ1g",
144,"@rejoiceanyanwu8922","Just like Avicii Alan is a living legacy to us all","Ugwxlz3K9TyTm1hhN1R4AaABAg","",4,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugwxlz3K9TyTm1hhN1R4AaABAg","2022-10-01 01:04:42",0,"Just like Avicii Alan is a living legacy to us all","http://www.youtube.com/channel/UCuw5ckiMlCtwXi-_gzoCTCA",
145,"@annasuffis261","mooi liedje hoor","UgzMTYaWvo-ZsHTB0ix4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzMTYaWvo-ZsHTB0ix4AaABAg","2022-09-23 09:47:10",0,"mooi liedje hoor","http://www.youtube.com/channel/UCR8LUOw_1sH77nfwTgaNq6g",
146,"@mohdkamarudin3776","I worry if i wrong. But i Don\'t scare if i fail. Because now i is loving Allah and Muhammad.. i\'m solat,love quran before and now.. but Allah and Muhammad is everything.. my scare only leave for Allah and Muhammad.. and i know my self i\'m second creation after Allah,self Allah,no after i comparetion creation,and my family.. this my family knowledge, and Allah only my sisters down from me. This me, i walking for crazy think.. but i believe Muhammad is place for me to get paradise thought i\'m fail,i get hell first for long Time or forever but i believe i will get also live paradise because in big and small things i believe Allah with Muhammad.. see me. We walk together. Because i\'m clear i\'m scare,i\'m clear where my happy thought little happy..because have Muhammad place i request help.. walk with me. We never regret. If you not believe me. A lots there holly people believe Allah and Muhammad you can believe.","Ugy_891XgC0m3DhPZnt4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugy_891XgC0m3DhPZnt4AaABAg","2022-09-22 13:00:06",0,"I worry if i wrong. But i Don\'t scare if i fail. Because now i is loving Allah and Muhammad.. i\'m solat,love quran before and now.. but Allah and Muhammad is everything.. my scare only leave for Allah and Muhammad.. and i know my self i\'m second creation after Allah,self Allah,no after i comparetion creation,and my family.. this my family knowledge, and Allah only my sisters down from me. This me, i walking for crazy think.. but i believe Muhammad is place for me to get paradise thought i\'m fail,i get hell first for long Time or forever but i believe i will get also live paradise because in big and small things i believe Allah with Muhammad.. see me. We walk together. Because i\'m clear i\'m scare,i\'m clear where my happy thought little happy..because have Muhammad place i request help.. walk with me. We never regret. If you not believe me. A lots there holly people believe Allah and Muhammad you can believe.","http://www.youtube.com/channel/UCaw2nIMyDtVPjcEo5FuLV6w",
147,"@mohdkamarudin3776","I want to build video in youtube.. i want to show for you 99 name of Allah is about love,love in your hand 5.. why you Don\'t believe Allah and Muhammad.. i want to say for you,i fail during child againt,my parents also not from clever and expert people,but now i\'m realise about Allah.. Don\'t sad. Because ""Time our remember,remember for me about live,we will run fight averything our dream""my love song. So we fight together all creation.. we walk together. We earese our scare together","Ugz8uTxxSbI-EaPszwp4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugz8uTxxSbI-EaPszwp4AaABAg","2022-09-22 11:36:49",0,"I want to build video in youtube.. i want to show for you 99 name of Allah is about love,love in your hand 5.. why you Don\'t believe Allah and Muhammad.. i want to say for you,i fail during child againt,my parents also not from clever and expert people,but now i\'m realise about Allah.. Don\'t sad. Because ""Time our remember,remember for me about live,we will run fight averything our dream""my love song. So we fight together all creation.. we walk together. We earese our scare together","http://www.youtube.com/channel/UCaw2nIMyDtVPjcEo5FuLV6w",
148,"@potadiala2007","Happy 20th birthday Beluga!","UgzfNPFSPz1vBxer3Gh4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzfNPFSPz1vBxer3Gh4AaABAg","2022-09-22 10:53:45",0,"Happy 20th birthday Beluga!","http://www.youtube.com/channel/UC58Iul2aP-p22ZJoaTTJpjQ",
149,"@mohdkamarudin3776","I see believer Allah and Muhammad want sick.. and our khalifah want also sick.. sometime make me happy but i worry if i leave all creation sad,that my family say.. i want to be animals. I want all people believe Allah and Muhammad. We believe Islam. We wakeup. We win angels,we live with angels.. get out kafir. Not believe Allah and Muhammad. Hahaha best be self be fire for all creation wood fire.. believe Allah. You get Allah give double paradise for you. We Win brothers and sisters. You will know after die and clear know in world.. sometime i crazy my family say. But i crazy for you. I want you happy,i happy. You Islam fail. I child againt was fail.how to be sounds animals,teach me.. you not understand,i want cry..","Ugy9IWsA35HVI5Tdu7V4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugy9IWsA35HVI5Tdu7V4AaABAg","2022-09-22 10:44:24",0,"I see believer Allah and Muhammad want sick.. and our khalifah want also sick.. sometime make me happy but i worry if i leave all creation sad,that my family say.. i want to be animals. I want all people believe Allah and Muhammad. We believe Islam. We wakeup. We win angels,we live with angels.. get out kafir. Not believe Allah and Muhammad. Hahaha best be self be fire for all creation wood fire.. believe Allah. You get Allah give double paradise for you. We Win brothers and sisters. You will know after die and clear know in world.. sometime i crazy my family say. But i crazy for you. I want you happy,i happy. You Islam fail. I child againt was fail.how to be sounds animals,teach me.. you not understand,i want cry..","http://www.youtube.com/channel/UCaw2nIMyDtVPjcEo5FuLV6w",
150,"@user-ls5km6in9t","Legend walker","UgzepxI6_iME9_qW8Kd4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzepxI6_iME9_qW8Kd4AaABAg","2022-09-21 09:38:19",0,"Legend walker","http://www.youtube.com/channel/UCUYB1z14AdWAAZ4qhcWdzaA",
151,"@mwelwalusambo3254","My favorite Alan Is back nice one","UgzwL5yWv5D0lrebLf14AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzwL5yWv5D0lrebLf14AaABAg","2022-09-20 23:25:56",0,"My favorite Alan Is back nice one","http://www.youtube.com/channel/UCE_LQLhM6eO2hxRxrEWtysQ",
152,"@saadalirizvi5161","I like Alan walker songs cuz there are no bad words in it we can listen his songs without earphones ❤️","UgxOZloN_Au_g7hSn754AaABAg","",5,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgxOZloN_Au_g7hSn754AaABAg","2022-09-18 04:28:42",1,"I like Alan walker songs cuz there are no bad words in it we can listen his songs without earphones ❤️","http://www.youtube.com/channel/UCYHhNmJr2p1s9wyt8opiHFg",
153,"@kaizarkthetitan0","Grow up🤦‍♂️","UgxOZloN_Au_g7hSn754AaABAg.9g6YxTVrlQu9pO79_Dqf5K","@saadalirizvi5161",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgxOZloN_Au_g7hSn754AaABAg.9g6YxTVrlQu9pO79_Dqf5K","2023-05-06 16:54:41",0,"Grow up🤦‍♂️","http://www.youtube.com/channel/UCd2Z1jQqiOzR18EsdHH7Ifg",
154,"@RaiRaiUzumakiSenju","This song truly describes the summary of my whole life💓💓❤❤❤❤😭😭😭😭","UgwNIbEb3jAotDJ-u0F4AaABAg","",4,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwNIbEb3jAotDJ-u0F4AaABAg","2022-09-13 19:50:52",0,"This song truly describes the summary of my whole life💓💓❤❤❤❤😭😭😭😭","http://www.youtube.com/channel/UCohrKT54DKhsY04P4KmbMzg",
155,"@TinaSp1985","🥰☺️","UgwaFrlKnbKiaXw4BSV4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwaFrlKnbKiaXw4BSV4AaABAg","2022-09-13 11:43:02",0,"🥰☺️","http://www.youtube.com/channel/UCOEzrXjAhL7ggHOWqj7E1Zw",
156,"@alondragonzalez2936","Hi my friend 😊😁😊😊😊😊😇","UgywUbWwCo_7iFfm5rx4AaABAg","",2,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgywUbWwCo_7iFfm5rx4AaABAg","2022-09-12 18:42:36",0,"Hi my friend 😊😁😊😊😊😊😇","http://www.youtube.com/channel/UC_YXP7w5HDr8cYR44C1wINA",
157,"@mhengsalindayao481","Beautiful song😍😍😍","UgwJdItOOUcKeZEEDDp4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwJdItOOUcKeZEEDDp4AaABAg","2022-09-11 22:56:26",0,"Beautiful song😍😍😍","http://www.youtube.com/channel/UCpvZF78fbWeWWKhEOJnOmsA",
158,"@rosalynasantos2293","Amooooooo","UgzKxR13mr8aJ1DK-EJ4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzKxR13mr8aJ1DK-EJ4AaABAg","2022-09-11 16:36:14",0,"Amooooooo","http://www.youtube.com/channel/UCPvmPUhDZWb5GuFuBlArh8g",
159,"@bbysepet4507","😍","Ugwz_6AL2CyvoRxknmh4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugwz_6AL2CyvoRxknmh4AaABAg","2022-09-10 14:14:55",0,"😍","http://www.youtube.com/channel/UCFcHblOXpaYJ73ipwFE4u6Q",
160,"@herbertschnell5974","God bless you","Ugx9wjK7kKo6AHe51NJ4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugx9wjK7kKo6AHe51NJ4AaABAg","2022-09-09 07:04:10",0,"God bless you","http://www.youtube.com/channel/UCtyDJP_O-Do-3hU5--U-Dew",
161,"@Ivy3911","He has the magic touch for souls... like a mirror.","UgwdQEYKjELKdigSG7R4AaABAg","",2,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwdQEYKjELKdigSG7R4AaABAg","2022-09-04 22:19:57",0,"He has the magic touch for souls... like a mirror.","http://www.youtube.com/channel/UCRapAc7MvfI8diqRyHrY1tw",
162,"@xkitomusic2.011","Siiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii KRalho Alan walker pow respeita 😎😎👑⏩⏩⏩⏩⏩⏩⏩⏩✨","Ugwgsb9OO7i-DKpeM7l4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugwgsb9OO7i-DKpeM7l4AaABAg","2022-09-02 11:23:49",0,"Siiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii KRalho Alan walker pow respeita 😎😎👑⏩⏩⏩⏩⏩⏩⏩⏩✨","http://www.youtube.com/channel/UCgc3yfAUUtW8ANfD9KGEu5g",
163,"@akbarraymond8843","So enjoying thing song 🥰","UgwenQXATZEzcEHu5B14AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwenQXATZEzcEHu5B14AaABAg","2022-08-30 02:19:32",0,"So enjoying thing song 🥰","http://www.youtube.com/channel/UCyw44aWh_zof0H-WYsoNE4A",
164,"@ercangumus5643","ı love hello world wonderful","UgxVvb1esX-7vnCcdKh4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgxVvb1esX-7vnCcdKh4AaABAg","2022-08-29 16:36:03",0,"ı love hello world wonderful","http://www.youtube.com/channel/UCtDwhEwByy-7KGbCr9SaIjw",
165,"@tatianabaeckstrom303","I like this song 😍","UgzmqrhMpmHTM0cdcjF4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzmqrhMpmHTM0cdcjF4AaABAg","2022-08-27 20:19:29",0,"I like this song 😍","http://www.youtube.com/channel/UCviKpdNH15AE1Jey6E2xCEw",
166,"@book_talk_","Print(""Hello World"");","UgzaWpmlR0LIQwoPWqh4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzaWpmlR0LIQwoPWqh4AaABAg","2022-08-24 12:07:07",0,"Print(""Hello World"");","http://www.youtube.com/channel/UChgZ1hVXxDQjnkJ1xmYFQ7g",
167,"@Danger-sl6rp","this song gives relief if yes like this comment","UgwFM3AMs2eTMI31rcN4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwFM3AMs2eTMI31rcN4AaABAg","2022-08-23 02:12:57",0,"this song gives relief if yes like this comment","http://www.youtube.com/channel/UCKwYXX5geDUwHBmCSUHCLlA",
168,"@janejmuthoni8447","Inlove with one now from Kenya","UgxyJBBVuTBh2CLZ66t4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgxyJBBVuTBh2CLZ66t4AaABAg","2022-08-16 03:50:05",0,"Inlove with one now from Kenya","http://www.youtube.com/channel/UCz-YdwMrSC_3yuBbrn4aLFw",
169,"@user-me3nc5tt8k","Where are my WALKERS at? 3","UgxO21zVAUBi7XSskOF4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgxO21zVAUBi7XSskOF4AaABAg","2022-08-16 03:30:38",0,"Where are my WALKERS at? 3","http://www.youtube.com/channel/UC46TcACba8_NPpZcnDQ1WLw",
170,"@user-yo2hp8lf2f","the music goes back in time alan Walker never disappoints 😊","UgythjCmpuXFw0IvAiR4AaABAg","",15,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgythjCmpuXFw0IvAiR4AaABAg","2022-08-15 11:22:25",0,"the music goes back in time alan Walker never disappoints 😊","http://www.youtube.com/channel/UCT1y5OdSPXKe4DNTrNZt7-w",
171,"@craftbeauty6975","Me I a fan of Alan walker","UgyMXqN3BpGtmVnaGHB4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyMXqN3BpGtmVnaGHB4AaABAg","2022-08-14 01:43:43",0,"Me I a fan of Alan walker","http://www.youtube.com/channel/UCVcI_flZ-dNL3hUC6s1nV6g",
172,"@NextGmind","❤️❤️❤️❤️❤️","UgweGkOSVdRhsXZLyHt4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgweGkOSVdRhsXZLyHt4AaABAg","2022-08-14 00:05:02",0,"❤️❤️❤️❤️❤️","http://www.youtube.com/channel/UClHQ6gdZiFTAHb4vDSD3OWg",
173,"@giabaonong7890","rate: MYTHICAL SONG","UgyQwrkvZxCoHgFczy14AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyQwrkvZxCoHgFczy14AaABAg","2022-08-13 11:12:18",0,"rate: MYTHICAL SONG","http://www.youtube.com/channel/UCRFPSym45nbU6IMBMMhahvw",
174,"@sonicEXE201","Im new to Alan Walker and so far I like what I\'m hearing","UgyWvY50YyTf1qT3lgd4AaABAg","",6,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyWvY50YyTf1qT3lgd4AaABAg","2022-08-10 12:43:54",0,"Im new to Alan Walker and so far I like what I\'m hearing","http://www.youtube.com/channel/UChdv93iZv4_r3PBBNtxgVRw",
175,"@user-sw7gj4kd1x","But hello good seong!😂","Ugw76do1Bvz_gSHrCLB4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugw76do1Bvz_gSHrCLB4AaABAg","2022-08-10 01:15:58",0,"But hello good seong!😂","http://www.youtube.com/channel/UC_2fuqQUagHl5uCVtlEs8_g",
176,"@user-sw7gj4kd1x","No","UgyPiaJxAYa-MzvyRdx4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyPiaJxAYa-MzvyRdx4AaABAg","2022-08-10 01:12:24",0,"No","http://www.youtube.com/channel/UC_2fuqQUagHl5uCVtlEs8_g",
177,"@yashodabasnayake4225","♥️","UgwBohjnxDb0huKBUT94AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwBohjnxDb0huKBUT94AaABAg","2022-08-09 03:43:02",0,"♥️","http://www.youtube.com/channel/UCvxfHid-CVJabQiWnWqG-Sg",
178,"@darkrogueyt1680","Can I join the walkers? #walkersunite","Ugxhd8ZCf7KK5hKNXjt4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugxhd8ZCf7KK5hKNXjt4AaABAg","2022-08-08 17:27:37",0,"Can I join the walkers? #walkersunite","http://www.youtube.com/channel/UC2ni8gM9Y4eSsUS59kZ40JA",
179,"@jasiriwear2796","Here","UgzVkALnCuGL7EfviCB4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzVkALnCuGL7EfviCB4AaABAg","2022-08-08 13:55:10",0,"Here","http://www.youtube.com/channel/UCz1Aj08qacTKjNPWGrt2Jvw",
180,"@jasiriwear2796","Here","UgwS8HXFkvtzr2Fnn_F4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwS8HXFkvtzr2Fnn_F4AaABAg","2022-08-08 13:54:55",0,"Here","http://www.youtube.com/channel/UCz1Aj08qacTKjNPWGrt2Jvw",
181,"@louiskabango455","will never alone","UgzBPfIY00lZXC06Pkp4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzBPfIY00lZXC06Pkp4AaABAg","2022-08-06 04:16:35",0,"will never alone","http://www.youtube.com/channel/UCHZCmEh-byuQnPPBFFcormA",
182,"@nisharao7940","This is energetic 😀","Ugzm9YCybafCovHfqBx4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugzm9YCybafCovHfqBx4AaABAg","2022-08-05 21:17:45",0,"This is energetic 😀","http://www.youtube.com/channel/UC8IJV60qTyI0F4St5EgN8-w",
183,"@launacyko4523","Seriously though, this song is so underated","Ugz6dBKnaU13VIfTMDN4AaABAg","",6,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugz6dBKnaU13VIfTMDN4AaABAg","2022-08-04 22:13:14",0,"Seriously though, this song is so underated","http://www.youtube.com/channel/UCC2Q1Ls41_rZduYOk6JbZ9w",
184,"@lifeai1889","when you are a programmer and you made your first song","Ugz8Q-h9cYbEXqpluwF4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugz8Q-h9cYbEXqpluwF4AaABAg","2022-08-02 14:01:33",0,"when you are a programmer and you made your first song","http://www.youtube.com/channel/UCEbgEX33wm1aHcO6tgDvYsw",
185,"@lulu_dohair8275","pUsi tight PuSi clean pUsi fresh","Ugy0sVCa3jMsUIEtoyR4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugy0sVCa3jMsUIEtoyR4AaABAg","2022-08-01 22:17:07",0,"pUsi tight PuSi clean pUsi fresh","http://www.youtube.com/channel/UCPf3s-LmRCdrRjw8Yq-KrdQ",
186,"@nunomanuelcoelho5868","Graçias fernds","UgzooVDlsn74uWT6JL14AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzooVDlsn74uWT6JL14AaABAg","2022-08-01 14:58:44",0,"Graçias fernds","http://www.youtube.com/channel/UCwnZP2_H2QZDz1P0tHcu2gg",
187,"@hiragogoi7411","Yeah I\'m here","UgxdqtVGmhvpvQLWRch4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgxdqtVGmhvpvQLWRch4AaABAg","2022-07-29 06:41:03",0,"Yeah I\'m here","http://www.youtube.com/channel/UCjsJ74M9twnGl2PnFdSSdrA",
188,"@thembelihlempofu8406","💓💓💓💓","UgyP6kTsQIHbf_fnaJZ4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyP6kTsQIHbf_fnaJZ4AaABAg","2022-07-24 12:15:09",0,"💓💓💓💓","http://www.youtube.com/channel/UCpqky5rxRdzq49MhdCxyQuw",
189,"@MasterHazuMi","verry good songs","UgzgfCJdsJDIurQ1ZU54AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzgfCJdsJDIurQ1ZU54AaABAg","2022-07-24 03:01:51",0,"verry good songs","http://www.youtube.com/channel/UCSjNnP8dqlbmPwiVKuSQ2Uw",
190,"@masyroffulfauzi8778","?php echo \'phello worldp\' ?","UgwgEdRtD8U2rB9lBIV4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwgEdRtD8U2rB9lBIV4AaABAg","2022-07-24 01:30:18",0,"?php echo \'phello worldp\' ?","http://www.youtube.com/channel/UCIzRJFQrECn1RHnBUAPgHHw",
191,"@thisisjustIsa","Ame la canción 3","UgyFIfByBHsL4Gqwavd4AaABAg","",3,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyFIfByBHsL4Gqwavd4AaABAg","2022-07-23 19:29:48",0,"Ame la canción 3","http://www.youtube.com/channel/UC_yGoNNb_MpDjcPX8UAuijA",
192,"@delyvasquez3928","You","Ugw5XZkZ96KvxwEjysV4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugw5XZkZ96KvxwEjysV4AaABAg","2022-07-23 11:20:22",0,"You","http://www.youtube.com/channel/UCNZDs81zlNiLI7kcs6StPug",
193,"@tadiwanasheshutu8225","Great song","UgyGEELN1qGp5VyTbtZ4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyGEELN1qGp5VyTbtZ4AaABAg","2022-07-23 01:34:08",0,"Great song","http://www.youtube.com/channel/UC4b1yD1lPt_WSlxLXLBEmpg",
194,"@googletracker4112","Print ""Hello World!""","Ugz3voQac9zJnVqAzvt4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugz3voQac9zJnVqAzvt4AaABAg","2022-07-23 00:03:32",0,"Print ""Hello World!""","http://www.youtube.com/channel/UC2aXuz_XL26p90IWWAuG6-Q",
195,"@sunsunz3956","เดือดร้อน แทน ซาก ที่ ต่าง ระยะ เดิน พื้นดิน มีบุญหัว แค่ จำนวนเยอะ ที่ ซากปมด้อย ไม่มี พื้นดิน จำนวน หนัก เหยียบ แต่แรก ลากดึงไปรวม จำนวน ทำยอด เป็น จำนวน ทำทาน","UgzeuOEA1osXcdcbVbx4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzeuOEA1osXcdcbVbx4AaABAg","2022-07-22 02:18:13",0,"เดือดร้อน แทน ซาก ที่ ต่าง ระยะ เดิน พื้นดิน มีบุญหัว แค่ จำนวนเยอะ ที่ ซากปมด้อย ไม่มี พื้นดิน จำนวน หนัก เหยียบ แต่แรก ลากดึงไปรวม จำนวน ทำยอด เป็น จำนวน ทำทาน","http://www.youtube.com/channel/UClMD2OlS2mEcrTYzoaPAH5A",
196,"@AnasAnas-bi4zk","Nice","Ugyh5hXWzDSJmw5hI9R4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugyh5hXWzDSJmw5hI9R4AaABAg","2022-07-21 10:55:09",0,"Nice","http://www.youtube.com/channel/UCK01UcZiDFBvRnOyV0lF9PQ",
197,"@anmol0568","Yes","UgyNW9o9XpQhFO-NCgd4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyNW9o9XpQhFO-NCgd4AaABAg","2022-07-20 21:40:20",0,"Yes","http://www.youtube.com/channel/UCOtBb_6kuY6TTmZYQ2uIZtw",
198,"@yuliradyuda9275","this is gonna be amazing music :V","UgwMAhUth8ZUAiSxS5d4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgwMAhUth8ZUAiSxS5d4AaABAg","2022-07-19 23:20:50",0,"this is gonna be amazing music :V","http://www.youtube.com/channel/UCmysFypC02HaCOjaaPLLYmA",
199,"@jolantaszefler473","🎶❤️🎶❤️","UgyRTHuF_1wDlMUMLCJ4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyRTHuF_1wDlMUMLCJ4AaABAg","2022-07-17 12:29:56",0,"🎶❤️🎶❤️","http://www.youtube.com/channel/UCC6UHXKXRW8bWFJZk6VL_Dw",
200,"@pirjopasanen","🙂❤","UgzpcBhXpTHYr02DKjZ4AaABAg","",1,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgzpcBhXpTHYr02DKjZ4AaABAg","2022-07-15 01:59:42",0,"🙂❤","http://www.youtube.com/channel/UCS67UU7bPXi3yFMZNzTxmzg",
201,"@carinagreen7082","Hello to the World","Ugwusi5dEgctdt7ldeV4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugwusi5dEgctdt7ldeV4AaABAg","2022-07-14 17:26:52",0,"Hello to the World","http://www.youtube.com/channel/UCBeooygG8x6EqRgAAOqG2xw",
202,"@musicplay8011","https://youtu.be/hdzKOqGTbpg","UgyebT5acS9gPpt_dW54AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgyebT5acS9gPpt_dW54AaABAg","2022-07-14 14:42:07",0,"https://youtu.be/hdzKOqGTbpg","http://www.youtube.com/channel/UC874EOJNFPM5MtSkshL8EaQ",
203,"@hongkong214","My girl introduced me to this song. It was her favorite song and it also became my favorite. She left me telling that she never loved me and she was just takingf whatever we had as a way to pass time. It crushed me however this song always reminds me of her and how I loved her. I hate myself for giving my time love and care for such an ungrateful person.","Ugz0JXDrgLVnFXyBbR54AaABAg","",14,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugz0JXDrgLVnFXyBbR54AaABAg","2022-07-11 21:16:32",2,"My girl introduced me to this song. It was her favorite song and it also became my favorite. She left me telling that she never loved me and she was just takingf whatever we had as a way to pass time. It crushed me however this song always reminds me of her and how I loved her. I hate myself for giving my time love and care for such an ungrateful person.","http://www.youtube.com/channel/UCz66Ln6FayPjR12o0ENSZoA",
204,"@xanatitan8103","It happens, good luck for your future","Ugz0JXDrgLVnFXyBbR54AaABAg.9dMgRgRcfU59dSsuDA78ys","@hongkong214",2,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugz0JXDrgLVnFXyBbR54AaABAg.9dMgRgRcfU59dSsuDA78ys","2022-07-14 07:00:52",0,"It happens, good luck for your future","http://www.youtube.com/channel/UClwOU7a7JxC25AaHKTv0uPw",
205,"@Viktoria_The_Chaos_Bird","Don\'t hate yourself, she was just blind and ungrateful","Ugz0JXDrgLVnFXyBbR54AaABAg.9dMgRgRcfU59fS-AaTY1tg","@hongkong214",2,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=Ugz0JXDrgLVnFXyBbR54AaABAg.9dMgRgRcfU59fS-AaTY1tg","2022-09-01 15:47:57",0,"Don\'t hate yourself, she was just blind and ungrateful","http://www.youtube.com/channel/UC4yL6KU_jMJeHKcVoUzax0Q",
206,"@delyvasquez3928","You","UgxTkcW6eCBi2eCGL9V4AaABAg","",0,"https://www.youtube.com/watch?v=a25_gGnmJAw&lc=UgxTkcW6eCBi2eCGL9V4AaABAg","2022-07-05 08:30:48",0,"You","http://www.youtube.com/channel/UCNZDs81zlNiLI7kcs6StPug",
